id,jenis_makanan,nama_makanan,kalori,protein,lemak,karbohidrat,source,protein_per_calorie,fat_per_calorie,carb_per_calorie,protein_fat_ratio,macro_balance_score
351,komponen,tauco cap das cake,358.0,7.5,4.3,70.4,tkpi,0.02094972061187229,0.012011173150806779,0.19664804414344123,1.7441856408870602,0.6297610259855335
352,komponen,tauco cap meong,159.0,7.4,4.9,21.3,tkpi,0.04654088021043472,0.03081760986907164,0.13396226330841343,1.5102037734278013,0.7852875721301075
353,dish,tauji cap singa,277.0,9.1,4.7,49.6,tkpi,0.03285198544096756,0.016967508964016213,0.1790613711947243,1.9361698008149357,0.6812466260617089
354,dish,tempe gembus p3g,73.0,5.7,1.3,10.3,tkpi,0.07808219071120287,0.01780821893413399,0.14109588847813853,4.384612011836914,0.7875990168860012
355,dish,tempe gembus yogya,76.0,6.8,0.7,10.6,tkpi,0.08947368303324102,0.00921052619459834,0.1394736823753463,9.714271836754518,0.7747042284064565
356,dish,tempe kacang babi,139.0,12.5,0.8,21.9,tkpi,0.0899280569069924,0.005755395642047514,0.15755395570105066,15.624980468774412,0.7547988412720976
357,dish,tempe kecipir kacang belimbing,212.0,17.5,10.0,12.9,tkpi,0.08254716942194731,0.04716981109825561,0.060849056316749736,1.7499998250000177,0.9235651116962478
358,dish,tempe kedelai jagung,143.0,12.0,5.5,11.4,tkpi,0.08391608332925816,0.03846153819257666,0.07972027916279525,2.1818177851240392,0.8985136843946531
359,dish,tempe kedelai murni goreng,350.0,24.5,26.6,10.4,tkpi,0.0699999998,0.07599999978285715,0.029714285629387757,0.9210525969529098,0.8830398015716784
360,dish,tempe kedelai murni mentah,201.0,20.8,8.8,13.5,tkpi,0.10348258654983788,0.0437810943095468,0.06716417877032747,2.363636095041353,0.8854487081784116
361,dish,tempe lamtoro,128.0,10.7,0.5,21.3,tkpi,0.08359374934692383,0.0039062499694824224,0.1664062486999512,21.3999572000856,0.7387049901303615
362,dish,tempe lamtoro var gung dengan kulit,146.0,11.7,2.3,19.6,tkpi,0.0801369857524864,0.015753424549634076,0.13424657442296867,5.086954310019865,0.7895375237894693
363,dish,tempe lamtoro var gung tanpa kulit,131.0,18.0,0.8,13.0,tkpi,0.13740457910378184,0.006106870182390305,0.09923664046384244,22.499971875035154,0.7728291207298319
364,dish,tempe pasar,150.0,14.0,7.7,9.1,tkpi,0.09333333271111112,0.05133333299111111,0.060666666262222224,1.8181815820543399,0.9123042658879529
365,dish,tempe pasar goreng,336.0,20.0,28.0,7.8,tkpi,0.059523809346655326,0.08333333308531746,0.02321428564519558,0.7142856887755111,0.8511501567779782
366,komponen,tepung terigu,333.0,9.0,1.0,77.2,tkpi,0.027027026945864785,0.003003002993984976,0.23183183113564015,8.999991000009,0.6078928108667024
367,komponen,terasi,155.0,22.3,2.9,9.9,tkpi,0.1438709668137357,0.018709677298647243,0.06387096732986473,7.689652520809475,0.7714633217782296
368,dish,teri balado masakan,365.0,23.7,22.3,17.5,tkpi,0.06493150667142053,0.061095890243572905,0.04794520534809533,1.06278022139999,0.9581893800488401
369,komponen,teripang dendeng mentah,462.0,39.1,32.4,3.5,tkpi,0.08463203444884841,0.07012986997807387,0.0075757575593598326,1.2067900862101828,0.7940413561829391
370,dish,tipatipa,355.0,6.2,1.2,79.8,tkpi,0.017464788683197778,0.0033802816806189247,0.2247887317611585,5.1666623611147,0.5879368013985824
371,komponen,ubi jalar manis segar,83.0,1.5,0.2,18.8,tkpi,0.018072288938888084,0.002409638525185078,0.22650602136739734,7.4999625001874985,0.5864225165055617
372,komponen,ubi jalar merah segar,151.0,1.6,0.3,35.4,tkpi,0.010596026419893866,0.0019867549537300995,0.23443708454015175,5.333315555614815,0.5643818903122704
373,dish,ubi jalar tinta kemayung kukus,165.0,0.9,0.2,39.8,tkpi,0.005454545421487603,0.0012121212047750231,0.24121211975022958,4.499977500112499,0.5475590659357906
374,dish,ubi jalar kuning kukus,100.0,0.7,0.3,23.8,tkpi,0.00699999993,0.00299999997,0.23799999762000004,2.3333255555814816,0.5570589038476397
375,dish,wajit camilan,303.0,6.3,2.7,63.3,tkpi,0.02079207913930007,0.00891089105970003,0.208910890399634,2.3333324691361224,0.6160785407581051
376,komponen,wani segar,74.0,0.8,0.3,17.1,tkpi,0.010810810664718775,0.0040540539992695405,0.23108107795836383,2.6666577778074076,0.5711860052153145
377,dish,widaran,424.0,1.3,10.7,80.7,tkpi,0.0030660377286178355,0.02523584899708526,0.19033018823035333,0.12149531574810135,0.6178813003565685
378,dish,wingko babat,355.0,3.2,15.1,51.4,tkpi,0.009014084481650466,0.04253521114778814,0.1447887319865106,0.21192051576685328,0.7058710775782641
379,dish,yangko,254.0,3.0,1.1,58.1,tkpi,0.011811023575547152,0.0043307086443672895,0.22874015657976318,2.727270247936138,0.5750224026372188
380,dish,asinan bogor sayuran,98.0,3.9,2.6,14.8,tkpi,0.03979591796126614,0.02653061197417743,0.15102040662224075,1.4999994230771447,0.7431677421494947
381,dish,ayam ampela goreng,270.0,32.3,11.2,9.9,tkpi,0.11962962918655692,0.04148148132784636,0.0366666665308642,2.8839283139349723,0.8077382979175192
382,komponen,ayam hati segar,261.0,27.4,16.1,1.6,tkpi,0.10498084250965194,0.06168582351844513,0.0061302681757460994,1.7018632483314748,0.7658586045749236
383,dish,beef burger,258.0,10.6,9.5,32.5,tkpi,0.04108527115858422,0.036821705283636805,0.1259689917598101,1.1157893562326995,0.7986206266637175
384,dish,beef teriyaki masakan,151.0,8.6,3.1,22.3,tkpi,0.056953642006929525,0.020529801188544364,0.14768211822727076,2.7741926534862404,0.7625547676413407
385,dish,beef yakiniku masakan,132.0,9.8,1.1,20.7,tkpi,0.07424242367998164,0.008333333270202022,0.15681818063016528,8.909082809924719,0.746251552377001
386,dish,bihun goreng instan,381.0,6.1,3.9,80.3,tkpi,0.016010498645641736,0.010236220445574224,0.21076115430246414,1.5641021630507272,0.6067760671449155
387,dish,bulgogi masakan,72.0,11.4,4.9,1.4,tkpi,0.1583333311342593,0.06805555461033953,0.01944444417438272,2.326530137442829,0.7659170829631627
388,dish,cap cai sayur,97.0,5.8,6.3,4.2,tkpi,0.05979381381655862,0.06494845293867574,0.043298968625783835,0.9206347745024167,0.9450510067789595
389,dish,chicken teriyaki masakan,168.0,13.0,9.6,7.5,tkpi,0.07738095192035148,0.05714285680272109,0.04464285687712585,1.3541665256076538,0.9247117469245469
390,dish,chikiniku masakan,143.0,9.8,1.4,22.8,tkpi,0.0685314680522275,0.009790209721746785,0.1594405583255905,6.999995000003572,0.7410725104804206
391,dish,djibokum masakan,248.0,10.0,2.3,40.9,tkpi,0.04032258048257024,0.009274193510991154,0.16491935417371228,4.347824196598175,0.6864625092119605
392,dish,empal daging goreng masakan,248.0,36.2,6.9,10.1,tkpi,0.1459677413469043,0.027822580532973467,0.040725806287395944,5.246376051249848,0.7533253298125143
393,dish,fillet ofish,270.0,12.3,15.9,19.3,tkpi,0.04555555538683128,0.058888888670781896,0.07148148121673525,0.7735848570072418,0.9398289091642779
394,komponen,gulai ikan masakan,106.0,16.5,3.3,2.5,tkpi,0.15566037588999646,0.03113207517799929,0.02358490543787825,4.999998484848944,0.7121338566885328
395,komponen,jambal goreng,286.0,48.5,9.2,2.3,tkpi,0.16958041898748105,0.032167832055357226,0.008041958013839307,5.271738557419723,0.6608589280746628
396,dish,kalio ayam masakan,203.0,16.0,13.5,4.4,tkpi,0.07881773360188309,0.06650246272658886,0.02167487674051785,1.1851850973936966,0.8529603810272202
397,dish,kalio jeroan masakan,163.0,16.5,9.0,4.1,tkpi,0.10122699324400618,0.055214723587639736,0.025153374078813653,1.8333331296296524,0.8277284656839974
398,dish,kalio kikil tunjang masakan,122.0,13.8,5.7,3.9,tkpi,0.11311475317119056,0.04672131109244827,0.031967212852727765,2.4210522068329463,0.8159910244306754
399,dish,kalio otak masakan,157.0,8.1,8.8,11.4,tkpi,0.05159235635928435,0.05605095505700029,0.07261146450565946,0.9204544408574499,0.9498338293544244
400,dish,kalio telur masakan,193.0,10.6,12.4,9.7,tkpi,0.054922279508174715,0.0642487043303176,0.050259067097103274,0.8548386407388193,0.9656728680112483
401,dish,kue lumpur,291.0,3.6,11.1,44.1,tkpi,0.01237113397810607,0.038144329765827045,0.15154639123179936,0.3243242951059194,0.7008059169088574
402,dish,kue sus,221.0,7.5,10.2,24.8,tkpi,0.0339366514301509,0.04615384594500522,0.11221719406236565,0.7352940455594074,0.8211936712778869
403,dish,mie ayam,102.0,6.2,3.9,10.5,tkpi,0.06078431312956556,0.038235293742791235,0.10294117546136103,1.5897431821171328,0.8672152864794263
404,dish,mie bakso,114.0,5.3,3.0,16.4,tkpi,0.04649122766235765,0.026315789242843956,0.14385964786088026,1.766666077777974,0.7631357881216083
405,dish,mie pangsit basah,105.0,5.9,4.9,9.4,tkpi,0.05619047565532881,0.04666666622222223,0.08952380867120183,1.2040813869221658,0.9044897945314339
406,dish,moon tahu,128.0,8.0,10.0,1.3,tkpi,0.06249999951171876,0.07812499938964844,0.010156249920654298,0.7999999200000081,0.807227269218826
407,dish,nasi rames,155.0,10.3,4.2,19.1,tkpi,0.06645161247450573,0.027096774018730493,0.12322580565660772,2.4523803684808647,0.8179732448046335
408,dish,pastel,307.0,4.5,13.3,42.4,tkpi,0.014657980408280194,0.04332247542891702,0.1381107487357956,0.33834583922211736,0.7309710760044312
409,dish,sapi paru goreng,268.0,23.9,12.7,14.5,tkpi,0.08917910414485408,0.04738805952467142,0.05410447741005792,1.881889615599243,0.9038990379089216
410,dish,semur jengkol,212.0,6.0,10.0,29.1,tkpi,0.028301886658953366,0.04716981109825561,0.13726415029592381,0.599999940000006,0.7765012690281774
411,dish,shabushabu,88.0,3.2,8.0,0.8,tkpi,0.03636363595041323,0.09090908987603308,0.009090908987603308,0.3999999500000063,0.7505561742150706
412,dish,sop buntut masakan,71.0,7.5,3.6,2.2,tkpi,0.1056338013291014,0.05070422463796867,0.03098591505653641,2.08333275462979,0.8313895920646199
413,dish,sop daging sapi masakan,49.0,5.8,0.5,5.3,tkpi,0.11836734452311543,0.010204081424406502,0.10816326309870891,11.599976800046399,0.7940234375004893
414,dish,sop kaki sapi masakan,68.0,9.0,1.9,3.7,tkpi,0.13235293923010383,0.027941176059688586,0.05441176390570936,4.736839612189678,0.793584072104188
415,dish,sop kambing masakan,34.0,5.5,0.8,1.1,tkpi,0.16176470112456762,0.023529411072664385,0.03235294022491353,6.874991406260741,0.7096777829851889
416,dish,soto jeroan masakan,92.0,11.8,4.3,1.4,tkpi,0.12826086817107754,0.046739129926748585,0.0152173911389414,2.744185408328975,0.7495980555449937
417,dish,spaghetti,139.0,7.4,2.1,22.6,tkpi,0.0532374096889395,0.015107913560374723,0.16258992688784227,3.5238078458057873,0.7293362517913557
418,dish,sukiyaki masakan,75.0,5.6,0.4,12.2,tkpi,0.07466666567111112,0.005333333262222224,0.1626666644977778,13.9999650000875,0.7346912972566766
419,dish,tahu telur,328.0,12.6,19.9,24.6,tkpi,0.038414634029223675,0.060670731522345325,0.07499999977134147,0.6331657973283519,0.9135348392730217
420,komponen,abon haruwan,513.0,23.7,37.0,21.3,tkpi,0.04619883031930053,0.07212475619468858,0.04152046775532073,0.6405405232286345,0.9157898596204369
421,komponen,abon ikan,435.0,27.2,20.2,36.1,tkpi,0.0625287354884397,0.04643678150244418,0.08298850555634826,1.3465345868052183,0.9220769117575266
422,dish,amparan tatak,191.0,1.3,5.5,34.0,tkpi,0.006806282686878102,0.028795811367561198,0.1780104702721965,0.23636359338843757,0.6439576603330375
423,dish,anyang sayur,126.0,3.4,7.9,10.3,tkpi,0.026984126769967247,0.06269841220080626,0.08174603109725373,0.4303796923570009,0.8675893551289343
424,dish,apang kukus kue,202.0,3.0,0.3,46.7,tkpi,0.014851485074992649,0.0014851485074992648,0.23118811766738556,9.999966666777778,0.5746927907709274
425,dish,apem kue,148.0,2.0,0.5,33.9,tkpi,0.01351351342220599,0.0033783783555514976,0.22905405250639152,3.999992000016,0.5768259629718203
426,dish,ares sayur,113.0,0.9,7.2,11.2,tkpi,0.007964601699428303,0.06371681359542643,0.09911504337066333,0.1249999826388913,0.780323372901629
427,dish,arwan sirsir,277.0,2.4,25.0,10.7,tkpi,0.008664259896518917,0.09025270725540539,0.038628158705313505,0.09599999616000014,0.7550087498827399
428,dish,ayam taliwang masakan,264.0,18.2,20.1,2.7,tkpi,0.06893939367825987,0.07613636334796833,0.01022727268853306,0.9054725917675326,0.8099194642090131
429,dish,babi hutan masak rica masakan,491.0,24.6,16.3,0.2,tkpi,0.05010183289184963,0.03319755594053451,0.0004073319747304848,1.509202361398628,0.7535402703882045
430,dish,bagea kelapa asin,450.0,3.2,13.9,78.1,tkpi,0.007111111095308643,0.030888888820246915,0.17355555516987653,0.23021581077584097,0.6525640129488655
431,dish,bagea kelapa manis,452.0,1.3,13.8,80.6,tkpi,0.0028761061883271987,0.030530973383781034,0.1783185836762863,0.09420289172442814,0.6362365451877264
432,dish,bagea kenari asin,529.0,3.2,29.1,63.6,tkpi,0.006049149326939227,0.05500945169185359,0.12022684287291713,0.10996563195994391,0.7420086198509446
433,dish,bagea kenari manis,523.0,3.2,28.2,64.2,tkpi,0.006118546833425341,0.05391969396956081,0.1227533458455959,0.11347517328102223,0.7380988569286762
434,komponen,bakung segar,27.0,2.0,0.2,4.2,tkpi,0.07407407133058995,0.007407407133058995,0.15555554979423888,9.999950000249997,0.7444199136169729
435,komponen,balichong,152.0,13.2,0.8,22.9,tkpi,0.08684210469182825,0.005263157860110804,0.15065789374567173,16.499979375025777,0.7548860761250554
436,dish,bantal,190.0,3.3,0.3,43.5,tkpi,0.017368420961218836,0.0015789473601108034,0.22894736721606648,10.999963333455556,0.5818325943402062
437,dish,barongko,159.0,3.1,5.8,23.5,tkpi,0.01949685522329022,0.036477987191962345,0.14779874120881295,0.5344826664685058,0.7207514929316661
438,dish,baruasa,417.0,6.5,8.2,79.3,tkpi,0.015587529938639016,0.019664268537975375,0.190167865251396,0.7926828301606306,0.6390994140542731
439,dish,batar daan,107.0,2.2,2.2,19.6,tkpi,0.020560747471394886,0.020560747471394886,0.18317756838151808,0.999999545454752,0.658231722426502
440,komponen,batatas gembili segar,76.0,1.1,0.9,16.0,tkpi,0.014473684020083106,0.011842105107340723,0.21052631301939062,1.2222208641990397,0.6071367110736761
441,dish,batatas kelapa ubi bakar,110.0,1.4,1.1,23.4,tkpi,0.012727272611570249,0.009999999909090911,0.21272727079338843,1.272726115703531,0.5968212976508189
442,dish,batatas kelapa ubi kukus,92.0,1.2,0.3,21.0,tkpi,0.013043478119092629,0.003260869529773157,0.22826086708412102,3.9999866667111115,0.5754217779175824
443,komponen,batatas kelapa ubi segar,89.0,1.1,0.1,21.0,tkpi,0.012359550422926401,0.0011235954929933092,0.23595505352859492,10.99989000109999,0.5664273041577951
444,dish,batatas tali ubi rebus,182.0,2.4,0.4,42.2,tkpi,0.013186813114358169,0.002197802185726362,0.23186813059413117,5.9999850000374995,0.572208273435691
445,komponen,bayam merah segar,41.0,2.2,0.8,6.3,tkpi,0.0536585352766211,0.019512194646044034,0.15365853283759676,2.749996562504297,0.7490527445990782
446,komponen,bebek alabio daging segar,303.0,11.3,27.0,3.7,tkpi,0.03729372924985568,0.0891089105970003,0.012211221081811153,0.4185185030178332,0.7690026226127483
447,dish,bebek daging goreng,300.0,24.0,20.7,4.5,tkpi,0.07999999973333334,0.06899999977,0.01499999995,1.159420233844433,0.8267939652000837
448,dish,beberuk,65.0,1.1,5.2,3.5,tkpi,0.0169230766627219,0.07999999876923079,0.053846153017751495,0.21153842085799598,0.8283744787545189
449,komponen,bekasam,116.0,11.9,4.9,6.1,tkpi,0.10258620601218789,0.042241378946195014,0.05258620644322236,2.4285709329447074,0.8665281701735353
450,komponen,bekasang,78.0,11.4,2.0,3.6,tkpi,0.14615384428007894,0.02564102531229455,0.04615384556213019,5.699997150001424,0.7584491985186745
451,komponen,belibis daging segar,131.0,20.2,4.3,2.8,tkpi,0.15419847210535517,0.03282442723034788,0.021374045638366063,4.697673326122482,0.7116213270950246
452,komponen,belut segar,70.0,14.6,0.8,1.0,tkpi,0.20857142559183678,0.011428571265306126,0.014285714081632657,18.249977187528515,0.6061732896005573
453,komponen,beras giling mentah,357.0,8.4,1.7,77.1,tkpi,0.023529411698797166,0.004761904748566093,0.21596638594967396,4.941173564015551,0.6092355894807904
454,komponen,beras hitam mentah,351.0,8.0,1.3,76.9,tkpi,0.022792022727088253,0.0037037036931518415,0.21908831846413587,6.153841420121985,0.6036121335302054
455,komponen,beras jagung kuning kering mentah,358.0,5.5,0.1,82.7,tkpi,0.015363128448706345,0.0002793296081582972,0.23100558594691178,54.999450005499945,0.5727102853667548
456,komponen,beras jagung putih kering mentah,307.0,4.8,0.1,71.8,tkpi,0.01563517910216554,0.0003257328979617821,0.23387622073655953,47.99952000479995,0.5730356760552109
457,komponen,beras ladang mentah,376.0,7.5,3.8,78.0,tkpi,0.019946808457588276,0.010106382951844725,0.20744680795891807,1.9736836911358708,0.6176982058780126
458,komponen,beras tumbuk mentah,354.0,7.8,0.4,79.9,tkpi,0.022033898242842093,0.0011299434996329281,0.22570621405167737,19.499951250121875,0.5929631826581909
459,dish,betok wadi masakan,145.0,16.3,7.0,4.1,tkpi,0.11241379232818074,0.04827586173602854,0.02827586187395957,2.3285710959184147,0.810070866953727
460,dish,biji nangkabiji salak,262.0,2.3,5.4,51.1,tkpi,0.008778625920692267,0.02061068694423402,0.1950381671945108,0.42592584705076897,0.6205818268012385
461,dish,bingka,273.0,5.3,10.6,39.1,tkpi,0.019413919342806157,0.03882783868561231,0.14322344269881523,0.49999995283019316,0.7301308006521354
462,dish,bobengka,225.0,5.3,2.6,45.2,tkpi,0.0235555554508642,0.011555555504197531,0.2008888879960494,2.038460754438171,0.6332080472726315
463,dish,bolu peca,197.0,3.3,4.6,35.6,tkpi,0.01675126895050117,0.02335025368857739,0.18071065898116417,0.7173911483932286,0.6567956468933294
464,dish,bou ninahu ndamate masakan,79.0,6.3,1.0,1.1,tkpi,0.07974683443358438,0.012658227687870536,0.01392405045665759,6.299993700006301,0.7053320918136989
465,dish,bouiki ninahu nggaluku masakan,94.0,7.8,2.2,10.8,tkpi,0.08297872252150296,0.023404255070167503,0.1148936157990041,3.5454529338850294,0.8286529948125172
466,komponen,buah kelenting segar,110.0,1.4,2.1,21.4,tkpi,0.012727272611570249,0.019090908917355376,0.1945454527768595,0.6666663492065003,0.6278110057350932
467,komponen,buah kelor,38.0,1.5,0.2,7.5,tkpi,0.03947368317174518,0.005263157756232691,0.19736841585872592,7.4999625001874985,0.6544078379808573
468,komponen,buah merah,87.0,2.6,2.7,13.1,tkpi,0.029885057127757967,0.031034482401902503,0.15057471091293437,0.9629626063101457,0.7322637824095891
469,komponen,buah negri segar,55.0,1.2,0.1,12.2,tkpi,0.02181818142148761,0.0018181817851239677,0.22181817778512403,11.999880001199987,0.595317756337618
470,komponen,buah rotan segar,78.0,0.6,0.3,18.2,tkpi,0.007692307593688364,0.003846153796844182,0.2333333303418804,1.9999933333555557,0.5618677210169005
471,komponen,buah rukam segar,113.0,0.8,0.3,26.8,tkpi,0.007079645955047381,0.0026548672331427677,0.23716813949408727,2.6666577778074076,0.5564139016550305
472,komponen,buah ruruhi segar,29.0,2.1,0.7,3.6,tkpi,0.07241379060642102,0.024137930202140334,0.12413792675386459,2.999995714291837,0.8149758367882124
473,komponen,buah tuppa segar,67.0,0.4,0.2,15.9,tkpi,0.0059701491646246396,0.0029850745823123198,0.23731342929382943,1.9999900000499997,0.554280982790945
474,komponen,buaya daging dendeng mentah,365.0,49.6,4.8,30.8,tkpi,0.13589041058660162,0.013150684895477575,0.08438356141264777,10.333331180556005,0.7844121095159386
475,dish,bubur sagu,167.0,0.2,4.0,33.0,tkpi,0.0011976047832478755,0.023952095664957512,0.19760478923589947,0.049999987500003125,0.606215672895464
476,dish,bubur tinotuan manado,156.0,2.3,0.2,15.6,tkpi,0.014743589649079552,0.0012820512738330046,0.09999999935897436,11.499942500287498,0.6232726542415574
477,dish,cakalang asar asap papua,155.0,20.1,3.8,10.2,tkpi,0.1296774185182102,0.02451612887408949,0.06580645118834547,5.289472292244134,0.8033610688569486
478,dish,cake tape,323.0,4.9,11.5,50.1,tkpi,0.015170278590804092,0.03560371506005042,0.1551083586529153,0.4260869194707027,0.700228833744152
479,dish,cammetutu,102.0,3.2,6.0,8.7,tkpi,0.03137254871203384,0.05882352883506344,0.085294116810842,0.5333332444444593,0.8745536700700239
480,dish,cangkuning,204.0,2.8,7.5,31.4,tkpi,0.013725490128796616,0.0367647057021338,0.15392156787293348,0.37333328355556217,0.6997063100782221
481,dish,coto mangkasara kuda masakan,96.0,6.8,5.9,3.8,tkpi,0.07083333259548612,0.061458332693142374,0.03958333292100695,1.152542177535224,0.9238193630910513
482,dish,coto mangkasara sapi masakan,84.0,6.0,6.0,1.4,tkpi,0.0714285705782313,0.0714285705782313,0.01666666646825397,0.9999998333333611,0.8381745674896458
483,komponen,daun bawang merah segar,41.0,2.0,0.3,7.8,tkpi,0.048780486615110086,0.007317072992266513,0.19024389779892933,6.666644444518519,0.682104371663392
484,komponen,daun gedi besar segar,58.0,2.9,0.7,10.0,tkpi,0.04999999913793105,0.01206896530915577,0.17241379013079672,4.1428512244982505,0.7081994869642618
485,komponen,daun gedi kecil segar,61.0,3.2,0.7,10.4,tkpi,0.05245901553345877,0.011475409647944104,0.170491800483741,4.571422040825657,0.7124446198136598
486,komponen,daun jawaw seluang segar,93.0,5.0,1.3,15.3,tkpi,0.053763440282113543,0.013978494473349522,0.16451612726326745,3.8461508875762402,0.72576852200959
487,komponen,daun kasbisingkong karet segar,92.0,4.0,3.6,10.9,tkpi,0.04347826039697543,0.039130434357277886,0.11847825958175806,1.1111108024692216,0.8188673821713558
488,komponen,daun kelor segar,92.0,5.1,1.6,14.3,tkpi,0.05543478200614367,0.017391304158790175,0.15543478091918717,3.187498007813745,0.7449526891664676
489,komponen,daun kubis segar,51.0,2.5,1.1,8.0,tkpi,0.04901960688196849,0.02156862702806614,0.1568627420222992,2.2727252066134485,0.743270001790896
490,komponen,daun leilem segar,76.0,2.8,0.2,15.8,tkpi,0.03684210477839336,0.002631578912742383,0.20789473410664824,13.999930000349996,0.637013821410803
491,komponen,daun ndusuk segar,166.0,1.7,0.5,38.8,tkpi,0.010240963793729133,0.003012048174626216,0.23373493835099432,3.3999932000135997,0.5663731374415149
492,komponen,daun pakis longgiho segar,54.0,2.2,3.6,3.1,tkpi,0.040740739986282595,0.06666666543209879,0.05740740634430729,0.6111109413580719,0.9349133063783417
493,komponen,daun pakis wambateu segar,53.0,3.4,1.2,7.2,tkpi,0.06415094218583128,0.022641509006763982,0.1358490540405839,2.83333097222419,0.7899702791475581
494,komponen,daun paku segar,29.0,3.4,0.1,6.5,tkpi,0.11724137526753878,0.0034482757431629056,0.22413792330558885,33.99966000339996,0.7386785716997382
495,komponen,daun pangisegar,104.0,3.9,0.6,17.9,tkpi,0.03749999963942308,0.005769230713757397,0.172115382960429,6.499989166684722,0.6652017203769578
496,komponen,daun pare segar,49.0,2.7,1.0,8.4,tkpi,0.05510203969179511,0.020408162848813003,0.17142856793002925,2.6999973000027,0.7384515492800459
497,komponen,daun selasih segar,62.0,4.0,0.5,10.5,tkpi,0.06451612799167536,0.00806451599895942,0.16935483597814782,7.999984000032,0.7237821578965322
498,komponen,daun singkong ampenan segar,50.0,6.2,1.1,7.1,tkpi,0.12399999752000006,0.02199999956000001,0.14199999716000006,5.636358512401353,0.8165299331441263
499,komponen,daun singkong kopang segar,74.0,6.3,0.7,10.7,tkpi,0.08513513398466035,0.009459459331628927,0.1445945926406136,8.99998714287551,0.7687983540004097
500,komponen,daun ubi kuning segar,62.0,3.7,0.3,11.1,tkpi,0.05967741839229971,0.004838709599375652,0.1790322551768991,12.333292222359262,0.7014068270391008
501,komponen,daun ubi putih segar,46.0,2.8,0.2,8.2,tkpi,0.060869563894139916,0.004347825992438566,0.17826086568998117,13.999930000349996,0.7025000238190524
502,komponen,daun ubi tinta segar,55.0,1.7,0.1,11.9,tkpi,0.030909090347107447,0.0018181817851239677,0.21636363242975215,16.99983000169998,0.6185088637952382
503,dish,dodol banjarmasin,368.0,2.6,8.6,70.0,tkpi,0.007065217372105388,0.02336956515388705,0.19021739078745276,0.3023255462412156,0.6249124372099027
504,dish,dodol galamai,348.0,0.4,3.8,76.1,tkpi,0.0011494252840533758,0.010919540198507069,0.2186781602911547,0.10526313019391312,0.5652361269867356
505,dish,dodol manado,373.0,4.3,16.5,51.9,tkpi,0.011528150103141689,0.0442359248143809,0.1391420907797799,0.2606060448117548,0.7223198793583904
506,dish,dodol nanas,338.0,1.5,1.2,80.3,tkpi,0.004437869809355415,0.0035502958474843316,0.23757396379415988,1.2499989583342015,0.5515953200647985
507,dish,emping beras,403.0,10.6,2.2,85.3,tkpi,0.02630272946326866,0.005459057058414251,0.21166253049215253,4.818179628100168,0.6192500211480094
508,dish,emping komak,355.0,17.8,4.6,60.7,tkpi,0.05014084492918072,0.012957746442372544,0.1709859150113073,3.869564376181658,0.7118087224694949
509,komponen,gadenggadung kering,322.0,2.4,0.6,76.6,tkpi,0.007453416125921068,0.001863354031480267,0.23788819801898073,3.9999933333444444,0.555149431224097
510,dish,geplak,350.0,1.4,14.4,53.6,tkpi,0.0039999999885714285,0.04114285702530612,0.15314285670530614,0.09722221547067948,0.6802985065523413
511,dish,geplak jahe,462.0,3.1,24.4,57.7,tkpi,0.006709956695432995,0.05281385269953711,0.12489177462144638,0.12704917512093544,0.736278287802704
512,dish,gete kuah asam masakan,75.0,8.2,2.0,6.0,tkpi,0.10933333187555556,0.026666666311111118,0.07999999893333334,4.099997950001025,0.8415771476961303
513,komponen,gulai asam keueung masakan,52.0,10.0,0.5,1.8,tkpi,0.19230768860946754,0.009615384430473377,0.034615383949704155,19.999960000079998,0.6580852125123169
514,komponen,gulai ikan paya masakan,148.0,10.0,9.8,5.0,tkpi,0.06756756711102996,0.06621621576880936,0.03378378355551498,1.0204080591420348,0.9068014203045176
515,komponen,gulai kambing,126.0,4.2,9.4,6.2,tkpi,0.033333333068783076,0.07460317401108592,0.04920634881582263,0.44680846310548267,0.8918358356618922
516,komponen,gulai pliek,176.0,7.3,14.9,3.2,tkpi,0.041477272491606404,0.08465909042807335,0.018181818078512397,0.48993285302464074,0.8091645107756972
517,komponen,gulai tiram masakan,132.0,9.0,7.2,7.8,tkpi,0.06818181766528926,0.054545454132231413,0.05909090864325069,1.249999826388913,0.9688195217768838
518,komponen,hofaubi hutan segar,127.0,1.2,0.5,29.5,tkpi,0.009448818823237648,0.003937007843015686,0.2322834627379255,2.3999952000095996,0.5670268401190489
519,dish,ikan asar merah masakan,146.0,17.7,5.9,5.6,tkpi,0.1212328758819666,0.040410958627322205,0.03835616412084819,2.9999994915255095,0.8070337246999317
520,komponen,ikan baronang segar,78.0,14.5,0.6,3.7,tkpi,0.18589743351413548,0.007692307593688364,0.04743589682774492,24.16662638895602,0.683094964747891
521,komponen,ikan batung segar,115.0,14.5,4.6,4.2,tkpi,0.12608695542533083,0.03999999965217391,0.03652173881285445,3.152173227788429,0.7955371133134674
522,dish,ikan baung bakar,144.0,17.8,5.8,5.2,tkpi,0.12361111025270063,0.04027777749807099,0.03611111086033951,3.068964988109485,0.7984914148812929
523,komponen,ikan baung segar,123.0,15.1,5.5,3.3,tkpi,0.12276422664419327,0.044715446790931326,0.026829268074558797,2.745454046281082,0.7856331820715108
524,dish,ikan belida bakar,128.0,18.0,3.0,7.2,tkpi,0.1406249989013672,0.02343749981689453,0.05624999956054688,5.999998000000667,0.7759493759016834
